Year,Region,Country,Country Code,Religion,Subreligion,Followers
1965,Oceania,Australia,AUL,Christianity,Other,2391480
1970,Oceania,Australia,AUL,Christianity,Other,2720936
1975,Oceania,Australia,AUL,Christianity,Other,2778600
1980,Oceania,Australia,AUL,Christianity,Other,2804500
1985,Oceania,Australia,AUL,Christianity,Other,2683960
1990,Oceania,Australia,AUL,Christianity,Other,2901050
1995,Oceania,Australia,AUL,Christianity,Other,3072240
2000,Oceania,Australia,AUL,Christianity,Other,3010620
2005,Oceania,Australia,AUL,Christianity,Other,2816623
2010,Oceania,Australia,AUL,Christianity,Other,2837742
1975,Oceania,Papua New Guinea,PNG,Christianity,Other,674000
1980,Oceania,Papua New Guinea,PNG,Christianity,Other,710720
1985,Oceania,Papua New Guinea,PNG,Christianity,Other,500550
1990,Oceania,Papua New Guinea,PNG,Christianity,Other,480740
1995,Oceania,Papua New Guinea,PNG,Christianity,Other,529620
2000,Oceania,Papua New Guinea,PNG,Christianity,Other,336490
2005,Oceania,Papua New Guinea,PNG,Christianity,Other,428260
2010,Oceania,Papua New Guinea,PNG,Christianity,Other,482082
1945,Oceania,New Zealand,NEW,Christianity,Other,207360
1950,Oceania,New Zealand,NEW,Christianity,Other,233590
1955,Oceania,New Zealand,NEW,Christianity,Other,256320
1960,Oceania,New Zealand,NEW,Christianity,Other,284640
1965,Oceania,New Zealand,NEW,Christianity,Other,367920
1970,Oceania,New Zealand,NEW,Christianity,Other,527728
1975,Oceania,New Zealand,NEW,Christianity,Other,616600
1980,Oceania,New Zealand,NEW,Christianity,Other,684860
1985,Oceania,New Zealand,NEW,Christianity,Other,714340
1990,Oceania,New Zealand,NEW,Christianity,Other,779780
1995,Oceania,New Zealand,NEW,Christianity,Other,637560
2000,Oceania,New Zealand,NEW,Christianity,Other,648996
2005,Oceania,New Zealand,NEW,Christianity,Other,221579
2010,Oceania,New Zealand,NEW,Christianity,Other,234094
1985,Oceania,Vanuatu,VAN,Christianity,Other,20400
1990,Oceania,Vanuatu,VAN,Christianity,Other,20160
1995,Oceania,Vanuatu,VAN,Christianity,Other,23100
2000,Oceania,Vanuatu,VAN,Christianity,Other,0
2005,Oceania,Vanuatu,VAN,Christianity,Other,0
2010,Oceania,Vanuatu,VAN,Christianity,Other,0
1980,Oceania,Solomon Islands,SOL,Christianity,Other,34050
1985,Oceania,Solomon Islands,SOL,Christianity,Other,27000
1990,Oceania,Solomon Islands,SOL,Christianity,Other,12800
1995,Oceania,Solomon Islands,SOL,Christianity,Other,15120
2000,Oceania,Solomon Islands,SOL,Christianity,Other,0
2005,Oceania,Solomon Islands,SOL,Christianity,Other,0
2010,Oceania,Solomon Islands,SOL,Christianity,Other,0
2000,Oceania,Kiribati,KIR,Christianity,Other,0
2005,Oceania,Kiribati,KIR,Christianity,Other,0
2010,Oceania,Kiribati,KIR,Christianity,Other,0
2000,Oceania,Tuvalu,TUV,Christianity,Other,0
2005,Oceania,Tuvalu,TUV,Christianity,Other,0
2010,Oceania,Tuvalu,TUV,Christianity,Other,0
1970,Oceania,Fiji,FIJ,Christianity,Other,25300
1975,Oceania,Fiji,FIJ,Christianity,Other,25900
1980,Oceania,Fiji,FIJ,Christianity,Other,26260
1985,Oceania,Fiji,FIJ,Christianity,Other,27880
1990,Oceania,Fiji,FIJ,Christianity,Other,29240
1995,Oceania,Fiji,FIJ,Christianity,Other,39800
2000,Oceania,Fiji,FIJ,Christianity,Other,6182
2005,Oceania,Fiji,FIJ,Christianity,Other,0
2010,Oceania,Fiji,FIJ,Christianity,Other,16363
2000,Oceania,Tonga,TON,Christianity,Other,25300
2005,Oceania,Tonga,TON,Christianity,Other,25852
2010,Oceania,Tonga,TON,Christianity,Other,37000
2000,Oceania,Nauru,NAU,Christianity,Other,0
2005,Oceania,Nauru,NAU,Christianity,Other,0
2010,Oceania,Nauru,NAU,Christianity,Other,0
1995,Oceania,Marshall Islands,MSI,Christianity,Other,2800
2000,Oceania,Marshall Islands,MSI,Christianity,Other,1000
2005,Oceania,Marshall Islands,MSI,Christianity,Other,3827
2010,Oceania,Marshall Islands,MSI,Christianity,Other,3500
1995,Oceania,Palau,PAL,Christianity,Other,400
2000,Oceania,Palau,PAL,Christianity,Other,700
2005,Oceania,Palau,PAL,Christianity,Other,2500
2010,Oceania,Palau,PAL,Christianity,Other,1800
1995,Oceania,Federated States of Micronesia,FSM,Christianity,Other,316
2000,Oceania,Federated States of Micronesia,FSM,Christianity,Other,4912
2005,Oceania,Federated States of Micronesia,FSM,Christianity,Other,4500
2010,Oceania,Federated States of Micronesia,FSM,Christianity,Other,5000
1980,Oceania,Samoa,WSM,Christianity,Other,35800
1985,Oceania,Samoa,WSM,Christianity,Other,34540
1990,Oceania,Samoa,WSM,Christianity,Other,36080
1995,Oceania,Samoa,WSM,Christianity,Other,36300
2000,Oceania,Samoa,WSM,Christianity,Other,0
2005,Oceania,Samoa,WSM,Christianity,Other,0
2010,Oceania,Samoa,WSM,Christianity,Other,4500
1945,North America,United States of America,USA,Judaism,Orthodox,821489
1950,North America,United States of America,USA,Judaism,Orthodox,1078078
1955,North America,United States of America,USA,Judaism,Orthodox,944000
1960,North America,United States of America,USA,Judaism,Orthodox,973500
1965,North America,United States of America,USA,Judaism,Orthodox,991200
1970,North America,United States of America,USA,Judaism,Orthodox,1088550
1975,North America,United States of America,USA,Judaism,Orthodox,1185900
1980,North America,United States of America,USA,Judaism,Orthodox,1284843
1985,North America,United States of America,USA,Judaism,Orthodox,1352280
1990,North America,United States of America,USA,Judaism,Orthodox,975005
1995,North America,United States of America,USA,Judaism,Orthodox,930925
2000,North America,United States of America,USA,Judaism,Orthodox,886845
2005,North America,United States of America,USA,Judaism,Orthodox,979982
2010,North America,United States of America,USA,Judaism,Orthodox,1051778
1945,North America,Canada,CAN,Judaism,Orthodox,35338
1950,North America,Canada,CAN,Judaism,Orthodox,35991
1955,North America,Canada,CAN,Judaism,Orthodox,43432
1960,North America,Canada,CAN,Judaism,Orthodox,50873
1965,North America,Canada,CAN,Judaism,Orthodox,57330
1970,North America,Canada,CAN,Judaism,Orthodox,57502
1975,North America,Canada,CAN,Judaism,Orthodox,60739
1980,North America,Canada,CAN,Judaism,Orthodox,61719
1985,North America,Canada,CAN,Judaism,Orthodox,62714
1990,North America,Canada,CAN,Judaism,Orthodox,70000
1995,North America,Canada,CAN,Judaism,Orthodox,72376
2000,North America,Canada,CAN,Judaism,Orthodox,74752
2005,North America,Canada,CAN,Judaism,Orthodox,68246
2010,North America,Canada,CAN,Judaism,Orthodox,68061
1975,North America,Bahamas,BHM,Judaism,Orthodox,0
1980,North America,Bahamas,BHM,Judaism,Orthodox,0
1985,North America,Bahamas,BHM,Judaism,Orthodox,0
1990,North America,Bahamas,BHM,Judaism,Orthodox,0
1995,North America,Bahamas,BHM,Judaism,Orthodox,0
2000,North America,Bahamas,BHM,Judaism,Orthodox,0
2005,North America,Bahamas,BHM,Judaism,Orthodox,0
2010,North America,Bahamas,BHM,Judaism,Orthodox,0
1945,North America,Cuba,CUB,Judaism,Orthodox,0
1950,North America,Cuba,CUB,Judaism,Orthodox,0
1955,North America,Cuba,CUB,Judaism,Orthodox,0
1960,North America,Cuba,CUB,Judaism,Orthodox,0
1965,North America,Cuba,CUB,Judaism,Orthodox,0
1970,North America,Cuba,CUB,Judaism,Orthodox,0
1975,North America,Cuba,CUB,Judaism,Orthodox,0
1980,North America,Cuba,CUB,Judaism,Orthodox,0
1985,North America,Cuba,CUB,Judaism,Orthodox,0
1990,North America,Cuba,CUB,Judaism,Orthodox,0
1995,North America,Cuba,CUB,Judaism,Orthodox,0
2000,North America,Cuba,CUB,Judaism,Orthodox,0
2005,North America,Cuba,CUB,Judaism,Orthodox,0
2010,North America,Cuba,CUB,Judaism,Orthodox,0
1945,North America,Haiti,HAI,Judaism,Orthodox,0
1950,North America,Haiti,HAI,Judaism,Orthodox,0
1955,North America,Haiti,HAI,Judaism,Orthodox,0
1960,North America,Haiti,HAI,Judaism,Orthodox,0
1965,North America,Haiti,HAI,Judaism,Orthodox,0
1970,North America,Haiti,HAI,Judaism,Orthodox,0
1975,North America,Haiti,HAI,Judaism,Orthodox,0
1980,North America,Haiti,HAI,Judaism,Orthodox,0
1985,North America,Haiti,HAI,Judaism,Orthodox,0
1990,North America,Haiti,HAI,Judaism,Orthodox,0
1995,North America,Haiti,HAI,Judaism,Orthodox,0
2000,North America,Haiti,HAI,Judaism,Orthodox,0
2005,North America,Haiti,HAI,Judaism,Orthodox,0
2010,North America,Haiti,HAI,Judaism,Orthodox,0
1945,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1950,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1955,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1960,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1965,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1970,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1975,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1980,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1985,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1990,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1995,North America,Dominican Republic,DOM,Judaism,Orthodox,0
2000,North America,Dominican Republic,DOM,Judaism,Orthodox,0
2005,North America,Dominican Republic,DOM,Judaism,Orthodox,0
2010,North America,Dominican Republic,DOM,Judaism,Orthodox,0
1960,North America,Jamaica,JAM,Judaism,Orthodox,0
1965,North America,Jamaica,JAM,Judaism,Orthodox,0
1970,North America,Jamaica,JAM,Judaism,Orthodox,0
1975,North America,Jamaica,JAM,Judaism,Orthodox,0
1980,North America,Jamaica,JAM,Judaism,Orthodox,0
1985,North America,Jamaica,JAM,Judaism,Orthodox,0
1990,North America,Jamaica,JAM,Judaism,Orthodox,0
1995,North America,Jamaica,JAM,Judaism,Orthodox,0
2000,North America,Jamaica,JAM,Judaism,Orthodox,0
2005,North America,Jamaica,JAM,Judaism,Orthodox,0
2010,North America,Jamaica,JAM,Judaism,Orthodox,0
1960,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
1965,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
1970,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
1975,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
1980,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
1985,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
1990,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
1995,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
2000,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
2005,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
2010,North America,Trinidad and Tobago,TRI,Judaism,Orthodox,0
1970,North America,Barbados,BAR,Judaism,Orthodox,0
1975,North America,Barbados,BAR,Judaism,Orthodox,0
1980,North America,Barbados,BAR,Judaism,Orthodox,0
1985,North America,Barbados,BAR,Judaism,Orthodox,0
1990,North America,Barbados,BAR,Judaism,Orthodox,0
1995,North America,Barbados,BAR,Judaism,Orthodox,0
2000,North America,Barbados,BAR,Judaism,Orthodox,0
2005,North America,Barbados,BAR,Judaism,Orthodox,0
2010,North America,Barbados,BAR,Judaism,Orthodox,0
1980,North America,Dominica,DMA,Judaism,Orthodox,0
1985,North America,Dominica,DMA,Judaism,Orthodox,0
1990,North America,Dominica,DMA,Judaism,Orthodox,0
1995,North America,Dominica,DMA,Judaism,Orthodox,0
2000,North America,Dominica,DMA,Judaism,Orthodox,0
2005,North America,Dominica,DMA,Judaism,Orthodox,0
2010,North America,Dominica,DMA,Judaism,Orthodox,0
1975,North America,Grenada,GRN,Judaism,Orthodox,0
1980,North America,Grenada,GRN,Judaism,Orthodox,0
1985,North America,Grenada,GRN,Judaism,Orthodox,0
1990,North America,Grenada,GRN,Judaism,Orthodox,0
1995,North America,Grenada,GRN,Judaism,Orthodox,0
2000,North America,Grenada,GRN,Judaism,Orthodox,0
2005,North America,Grenada,GRN,Judaism,Orthodox,0
2010,North America,Grenada,GRN,Judaism,Orthodox,0
1980,North America,St. Lucia,SLU,Judaism,Orthodox,0
1985,North America,St. Lucia,SLU,Judaism,Orthodox,0
1990,North America,St. Lucia,SLU,Judaism,Orthodox,0
1995,North America,St. Lucia,SLU,Judaism,Orthodox,0
2000,North America,St. Lucia,SLU,Judaism,Orthodox,0
2005,North America,St. Lucia,SLU,Judaism,Orthodox,0
2010,North America,St. Lucia,SLU,Judaism,Orthodox,0
1980,North America,St. Vincent and the Grenadines,SVG,Judaism,Orthodox,0
1985,North America,St. Vincent and the Grenadines,SVG,Judaism,Orthodox,0
1990,North America,St. Vincent and the Grenadines,SVG,Judaism,Orthodox,0
1995,North America,St. Vincent and the Grenadines,SVG,Judaism,Orthodox,0
2000,North America,St. Vincent and the Grenadines,SVG,Judaism,Orthodox,0
2005,North America,St. Vincent and the Grenadines,SVG,Judaism,Orthodox,0
2010,North America,St. Vincent and the Grenadines,SVG,Judaism,Orthodox,0
1980,North America,Antigua & Barbuda,AAB,Judaism,Orthodox,0
1985,North America,Antigua & Barbuda,AAB,Judaism,Orthodox,0
1990,North America,Antigua & Barbuda,AAB,Judaism,Orthodox,0
1995,North America,Antigua & Barbuda,AAB,Judaism,Orthodox,0
2000,North America,Antigua & Barbuda,AAB,Judaism,Orthodox,0
2005,North America,Antigua & Barbuda,AAB,Judaism,Orthodox,0
2010,North America,Antigua & Barbuda,AAB,Judaism,Orthodox,0
1985,North America,St. Kitts and Nevis,SKN,Judaism,Orthodox,0
1990,North America,St. Kitts and Nevis,SKN,Judaism,Orthodox,0
1995,North America,St. Kitts and Nevis,SKN,Judaism,Orthodox,0
2000,North America,St. Kitts and Nevis,SKN,Judaism,Orthodox,0
2005,North America,St. Kitts and Nevis,SKN,Judaism,Orthodox,0
2010,North America,St. Kitts and Nevis,SKN,Judaism,Orthodox,0
1945,North America,Mexico,MEX,Judaism,Orthodox,0
1950,North America,Mexico,MEX,Judaism,Orthodox,0
1955,North America,Mexico,MEX,Judaism,Orthodox,0
1960,North America,Mexico,MEX,Judaism,Orthodox,0
1965,North America,Mexico,MEX,Judaism,Orthodox,0
1970,North America,Mexico,MEX,Judaism,Orthodox,0
1975,North America,Mexico,MEX,Judaism,Orthodox,0
1980,North America,Mexico,MEX,Judaism,Orthodox,0
1985,North America,Mexico,MEX,Judaism,Orthodox,0
1990,North America,Mexico,MEX,Judaism,Orthodox,0
1995,North America,Mexico,MEX,Judaism,Orthodox,0
2000,North America,Mexico,MEX,Judaism,Orthodox,0
2005,North America,Mexico,MEX,Judaism,Orthodox,0
2010,North America,Mexico,MEX,Judaism,Orthodox,0
1980,North America,Belize,BLZ,Judaism,Orthodox,0
1985,North America,Belize,BLZ,Judaism,Orthodox,0
1990,North America,Belize,BLZ,Judaism,Orthodox,0
1995,North America,Belize,BLZ,Judaism,Orthodox,0
2000,North America,Belize,BLZ,Judaism,Orthodox,0
2005,North America,Belize,BLZ,Judaism,Orthodox,0
2010,North America,Belize,BLZ,Judaism,Orthodox,0
1945,North America,Guatemala,GUA,Judaism,Orthodox,0
1950,North America,Guatemala,GUA,Judaism,Orthodox,0
1955,North America,Guatemala,GUA,Judaism,Orthodox,0
1960,North America,Guatemala,GUA,Judaism,Orthodox,0
1965,North America,Guatemala,GUA,Judaism,Orthodox,0
1970,North America,Guatemala,GUA,Judaism,Orthodox,0
1975,North America,Guatemala,GUA,Judaism,Orthodox,0
1980,North America,Guatemala,GUA,Judaism,Orthodox,0
1985,North America,Guatemala,GUA,Judaism,Orthodox,0
1990,North America,Guatemala,GUA,Judaism,Orthodox,0
1995,North America,Guatemala,GUA,Judaism,Orthodox,0
2000,North America,Guatemala,GUA,Judaism,Orthodox,0
2005,North America,Guatemala,GUA,Judaism,Orthodox,0
2010,North America,Guatemala,GUA,Judaism,Orthodox,0
1945,North America,Honduras,HON,Judaism,Orthodox,0
1950,North America,Honduras,HON,Judaism,Orthodox,0
1955,North America,Honduras,HON,Judaism,Orthodox,0
1960,North America,Honduras,HON,Judaism,Orthodox,0
1965,North America,Honduras,HON,Judaism,Orthodox,0
1970,North America,Honduras,HON,Judaism,Orthodox,0
1975,North America,Honduras,HON,Judaism,Orthodox,0
1980,North America,Honduras,HON,Judaism,Orthodox,0
1985,North America,Honduras,HON,Judaism,Orthodox,0
1990,North America,Honduras,HON,Judaism,Orthodox,0
1995,North America,Honduras,HON,Judaism,Orthodox,0
2000,North America,Honduras,HON,Judaism,Orthodox,0
2005,North America,Honduras,HON,Judaism,Orthodox,0
2010,North America,Honduras,HON,Judaism,Orthodox,0
1945,North America,El Salvador,SAL,Judaism,Orthodox,0
1950,North America,El Salvador,SAL,Judaism,Orthodox,0
1955,North America,El Salvador,SAL,Judaism,Orthodox,0
1960,North America,El Salvador,SAL,Judaism,Orthodox,0
1965,North America,El Salvador,SAL,Judaism,Orthodox,0
1970,North America,El Salvador,SAL,Judaism,Orthodox,0
1975,North America,El Salvador,SAL,Judaism,Orthodox,0
1980,North America,El Salvador,SAL,Judaism,Orthodox,0
1985,North America,El Salvador,SAL,Judaism,Orthodox,0
1990,North America,El Salvador,SAL,Judaism,Orthodox,0
1995,North America,El Salvador,SAL,Judaism,Orthodox,0
2000,North America,El Salvador,SAL,Judaism,Orthodox,0
2005,North America,El Salvador,SAL,Judaism,Orthodox,0
2010,North America,El Salvador,SAL,Judaism,Orthodox,0
1945,North America,Nicaragua,NIC,Judaism,Orthodox,0
1950,North America,Nicaragua,NIC,Judaism,Orthodox,0
1955,North America,Nicaragua,NIC,Judaism,Orthodox,0
1960,North America,Nicaragua,NIC,Judaism,Orthodox,0
1965,North America,Nicaragua,NIC,Judaism,Orthodox,0
1970,North America,Nicaragua,NIC,Judaism,Orthodox,0
1975,North America,Nicaragua,NIC,Judaism,Orthodox,0
1980,North America,Nicaragua,NIC,Judaism,Orthodox,0
1985,North America,Nicaragua,NIC,Judaism,Orthodox,0
1990,North America,Nicaragua,NIC,Judaism,Orthodox,0
1995,North America,Nicaragua,NIC,Judaism,Orthodox,0
2000,North America,Nicaragua,NIC,Judaism,Orthodox,0
2005,North America,Nicaragua,NIC,Judaism,Orthodox,0
2010,North America,Nicaragua,NIC,Judaism,Orthodox,0
1945,North America,Costa Rica,COS,Judaism,Orthodox,0
1950,North America,Costa Rica,COS,Judaism,Orthodox,0
1955,North America,Costa Rica,COS,Judaism,Orthodox,0
1960,North America,Costa Rica,COS,Judaism,Orthodox,0
1965,North America,Costa Rica,COS,Judaism,Orthodox,0
1970,North America,Costa Rica,COS,Judaism,Orthodox,0
1975,North America,Costa Rica,COS,Judaism,Orthodox,0
1980,North America,Costa Rica,COS,Judaism,Orthodox,0
1985,North America,Costa Rica,COS,Judaism,Orthodox,0
1990,North America,Costa Rica,COS,Judaism,Orthodox,0
1995,North America,Costa Rica,COS,Judaism,Orthodox,0
2000,North America,Costa Rica,COS,Judaism,Orthodox,0
2005,North America,Costa Rica,COS,Judaism,Orthodox,0
2010,North America,Costa Rica,COS,Judaism,Orthodox,0
1945,North America,Panama,PAN,Judaism,Orthodox,0
1950,North America,Panama,PAN,Judaism,Orthodox,0
1955,North America,Panama,PAN,Judaism,Orthodox,0
1960,North America,Panama,PAN,Judaism,Orthodox,0
1965,North America,Panama,PAN,Judaism,Orthodox,0
1970,North America,Panama,PAN,Judaism,Orthodox,0
1975,North America,Panama,PAN,Judaism,Orthodox,0
1980,North America,Panama,PAN,Judaism,Orthodox,0
1985,North America,Panama,PAN,Judaism,Orthodox,0
1990,North America,Panama,PAN,Judaism,Orthodox,0
1995,North America,Panama,PAN,Judaism,Orthodox,0
2000,North America,Panama,PAN,Judaism,Orthodox,0
2005,North America,Panama,PAN,Judaism,Orthodox,0
2010,North America,Panama,PAN,Judaism,Orthodox,0
1945,South America,Colombia,COL,Judaism,Orthodox,0
1950,South America,Colombia,COL,Judaism,Orthodox,0
1955,South America,Colombia,COL,Judaism,Orthodox,0
1960,South America,Colombia,COL,Judaism,Orthodox,0
1965,South America,Colombia,COL,Judaism,Orthodox,0
1970,South America,Colombia,COL,Judaism,Orthodox,0
1975,South America,Colombia,COL,Judaism,Orthodox,0
1980,South America,Colombia,COL,Judaism,Orthodox,0
1985,South America,Colombia,COL,Judaism,Orthodox,0
1990,South America,Colombia,COL,Judaism,Orthodox,0
1995,South America,Colombia,COL,Judaism,Orthodox,0
2000,South America,Colombia,COL,Judaism,Orthodox,0
2005,South America,Colombia,COL,Judaism,Orthodox,0
2010,South America,Colombia,COL,Judaism,Orthodox,0
1945,South America,Venezuela,VEN,Judaism,Orthodox,0
1950,South America,Venezuela,VEN,Judaism,Orthodox,0
1955,South America,Venezuela,VEN,Judaism,Orthodox,0
1960,South America,Venezuela,VEN,Judaism,Orthodox,0
1965,South America,Venezuela,VEN,Judaism,Orthodox,0
1970,South America,Venezuela,VEN,Judaism,Orthodox,0
1975,South America,Venezuela,VEN,Judaism,Orthodox,0
1980,South America,Venezuela,VEN,Judaism,Orthodox,0
1985,South America,Venezuela,VEN,Judaism,Orthodox,0
1990,South America,Venezuela,VEN,Judaism,Orthodox,0
1995,South America,Venezuela,VEN,Judaism,Orthodox,0
2000,South America,Venezuela,VEN,Judaism,Orthodox,0
2005,South America,Venezuela,VEN,Judaism,Orthodox,0
2010,South America,Venezuela,VEN,Judaism,Orthodox,0
1970,South America,Guyana,GUY,Judaism,Orthodox,0
1975,South America,Guyana,GUY,Judaism,Orthodox,0
1980,South America,Guyana,GUY,Judaism,Orthodox,0
1985,South America,Guyana,GUY,Judaism,Orthodox,0
1990,South America,Guyana,GUY,Judaism,Orthodox,0
1995,South America,Guyana,GUY,Judaism,Orthodox,0
2000,South America,Guyana,GUY,Judaism,Orthodox,0
2005,South America,Guyana,GUY,Judaism,Orthodox,0
2010,South America,Guyana,GUY,Judaism,Orthodox,0
1975,South America,Suriname,SUR,Judaism,Orthodox,0
1980,South America,Suriname,SUR,Judaism,Orthodox,0
1985,South America,Suriname,SUR,Judaism,Orthodox,0
1990,South America,Suriname,SUR,Judaism,Orthodox,0
1995,South America,Suriname,SUR,Judaism,Orthodox,0
2000,South America,Suriname,SUR,Judaism,Orthodox,0
2005,South America,Suriname,SUR,Judaism,Orthodox,0
2010,South America,Suriname,SUR,Judaism,Orthodox,0
1945,South America,Ecuador,ECU,Judaism,Orthodox,0
1950,South America,Ecuador,ECU,Judaism,Orthodox,0
1955,South America,Ecuador,ECU,Judaism,Orthodox,0
